title,description,content,source,published_at,label,text_combined
"Tree man of Telangana, Daripalli Ramaiah’s legacy erased before his death","Tree man of Telangana, Daripalli Ramaiah’s legacy erased before his death","Tree man of Telangana, Daripalli Ramaiah’s legacy erased before his death",MediaStack,,1,"Tree man of Telangana, Daripalli Ramaiah’s legacy erased before his death Tree man of Telangana, Daripalli Ramaiah’s legacy erased before his death"
Hyderabad NGO adopts Tamil Nadu’s doorstep NCD model in slums,Hyderabad NGO adopts Tamil Nadu’s doorstep NCD model in slums,Hyderabad NGO adopts Tamil Nadu’s doorstep NCD model in slums,MediaStack,,1,Hyderabad NGO adopts Tamil Nadu’s doorstep NCD model in slums Hyderabad NGO adopts Tamil Nadu’s doorstep NCD model in slums
Electrician electrocuted during Independence Day preparations at Hyderabad hotel,Electrician electrocuted during Independence Day preparations at Hyderabad hotel,Electrician electrocuted during Independence Day preparations at Hyderabad hotel,MediaStack,,1,Electrician electrocuted during Independence Day preparations at Hyderabad hotel Electrician electrocuted during Independence Day preparations at Hyderabad hotel
Midweek mayhem: hybrid work clogs Hyderabad’s IT corridor,"Tuesdays to Thursdays have turned into gridlocks, with traffic up by 25% on key roads connecting Hyderabad’s IT corridor with residential hubs","Tuesdays to Thursdays have turned into gridlocks, with traffic up by 25% on key roads connecting Hyderabad’s IT corridor with residential hubs",MediaStack,,1,"Midweek mayhem: hybrid work clogs Hyderabad’s IT corridor Tuesdays to Thursdays have turned into gridlocks, with traffic up by 25% on key roads connecting Hyderabad’s IT corridor with residential hubs"
Kochi Corporation accused of awarding contract to fill potholes despite procuring patching machine,"Limit set for pothole-patching machine exceeded in three to four months after it was used for resurfacing entire stretches, says Mayor","Limit set for pothole-patching machine exceeded in three to four months after it was used for resurfacing entire stretches, says Mayor",MediaStack,,1,"Kochi Corporation accused of awarding contract to fill potholes despite procuring patching machine Limit set for pothole-patching machine exceeded in three to four months after it was used for resurfacing entire stretches, says Mayor"
75th death anniversary event ‘Harikatha Pitamaha’ Narayanadas begins in Vijayawada,75th death anniversary event ‘Harikatha Pitamaha’ Narayanadas begins in Vijayawada,75th death anniversary event ‘Harikatha Pitamaha’ Narayanadas begins in Vijayawada,MediaStack,,1,75th death anniversary event ‘Harikatha Pitamaha’ Narayanadas begins in Vijayawada 75th death anniversary event ‘Harikatha Pitamaha’ Narayanadas begins in Vijayawada
Mysuru drug case: BJP calls for NIA probe,Mysuru drug case: BJP calls for NIA probe,Mysuru drug case: BJP calls for NIA probe,MediaStack,,1,Mysuru drug case: BJP calls for NIA probe Mysuru drug case: BJP calls for NIA probe
Sri Krishna Janmashtami celebrated with devotion and fervour in Visakhapatnam,Sri Krishna Janmashtami celebrated with devotion and fervour in Visakhapatnam,Sri Krishna Janmashtami celebrated with devotion and fervour in Visakhapatnam,MediaStack,,1,Sri Krishna Janmashtami celebrated with devotion and fervour in Visakhapatnam Sri Krishna Janmashtami celebrated with devotion and fervour in Visakhapatnam
Final report of Samanvaya survey in two months,Final report of Samanvaya survey in two months,Final report of Samanvaya survey in two months,MediaStack,,1,Final report of Samanvaya survey in two months Final report of Samanvaya survey in two months
Sandra Thomas files nomination for KFCC secretary post,Sandra Thomas files nomination for KFCC secretary post,Sandra Thomas files nomination for KFCC secretary post,MediaStack,,1,Sandra Thomas files nomination for KFCC secretary post Sandra Thomas files nomination for KFCC secretary post
BBMP launches massive cleanliness drive across six zones in Bengaluru,BBMP launches massive cleanliness drive across six zones in Bengaluru,BBMP launches massive cleanliness drive across six zones in Bengaluru,MediaStack,,1,BBMP launches massive cleanliness drive across six zones in Bengaluru BBMP launches massive cleanliness drive across six zones in Bengaluru
Leaders pay tributes to former PM Vajpayee on his death anniversary in Puducherry,Leaders pay tributes to former PM Vajpayee on his death anniversary in Puducherry,Leaders pay tributes to former PM Vajpayee on his death anniversary in Puducherry,MediaStack,,1,Leaders pay tributes to former PM Vajpayee on his death anniversary in Puducherry Leaders pay tributes to former PM Vajpayee on his death anniversary in Puducherry
Heavy rains: IMD issues alert for Malnad region in Karnataka,Heavy rains: IMD issues alert for Malnad region in Karnataka,Heavy rains: IMD issues alert for Malnad region in Karnataka,MediaStack,,1,Heavy rains: IMD issues alert for Malnad region in Karnataka Heavy rains: IMD issues alert for Malnad region in Karnataka
Himachal Pradesh outpaces neighbouring States in convening legislative sittings,"The issue of ‘short duration’ of Assembly sessions often remains a bone of contention between the ruling and the Opposition parties in all three States; according to analysts, a lower number of days and expedited passage of bills typically indicates rushed proceedings with less scrutiny","The issue of ‘short duration’ of Assembly sessions often remains a bone of contention between the ruling and the Opposition parties in all three States; according to analysts, a lower number of days and expedited passage of bills typically indicates rushed proceedings with less scrutiny",MediaStack,,1,"Himachal Pradesh outpaces neighbouring States in convening legislative sittings The issue of ‘short duration’ of Assembly sessions often remains a bone of contention between the ruling and the Opposition parties in all three States; according to analysts, a lower number of days and expedited passage of bills typically indicates rushed proceedings with less scrutiny"
"Human intelligence more powerful than AI, says HC judge","Human intelligence more powerful than AI, says HC judge","Human intelligence more powerful than AI, says HC judge",MediaStack,,1,"Human intelligence more powerful than AI, says HC judge Human intelligence more powerful than AI, says HC judge"
IIITDM holds interactive session on AI,IIITDM holds interactive session on AI,IIITDM holds interactive session on AI,MediaStack,,1,IIITDM holds interactive session on AI IIITDM holds interactive session on AI
TPCC president promises support to unrecognised workers,TPCC president promises support to unrecognised workers,TPCC president promises support to unrecognised workers,MediaStack,,1,TPCC president promises support to unrecognised workers TPCC president promises support to unrecognised workers
TTD sends cows to 195 temples across India under ‘Gudiko Gomata scheme’,"At an investment of ₹12.25 crore, TTD has set up S.V. Cattle Fodder Production Unit to ensure high-quality feed for native breeds, says Executive Officer","At an investment of ₹12.25 crore, TTD has set up S.V. Cattle Fodder Production Unit to ensure high-quality feed for native breeds, says Executive Officer",MediaStack,,1,"TTD sends cows to 195 temples across India under ‘Gudiko Gomata scheme’ At an investment of ₹12.25 crore, TTD has set up S.V. Cattle Fodder Production Unit to ensure high-quality feed for native breeds, says Executive Officer"
DYFI march to Suresh Gopi’s office turns violent,The rally was organised to highlight the alleged voters’ list manipulations in the 2024 Lok Sabha elections,The rally was organised to highlight the alleged voters’ list manipulations in the 2024 Lok Sabha elections,MediaStack,,1,DYFI march to Suresh Gopi’s office turns violent The rally was organised to highlight the alleged voters’ list manipulations in the 2024 Lok Sabha elections
B.R. Patil urges State govt. to write to Centre for teams to assess crop loss in North Karnataka,B.R. Patil urges State govt. to write to Centre for teams to assess crop loss in North Karnataka,B.R. Patil urges State govt. to write to Centre for teams to assess crop loss in North Karnataka,MediaStack,,1,B.R. Patil urges State govt. to write to Centre for teams to assess crop loss in North Karnataka B.R. Patil urges State govt. to write to Centre for teams to assess crop loss in North Karnataka
"Better road infra, aggressive marketing crucial for MICE tourism, destination weddings in Kerala, say experts","Suggestions include a high-power committee to sort out infra bottlenecks. Dry day on the first day of every month will be a dampener for such events, say experts","Suggestions include a high-power committee to sort out infra bottlenecks. Dry day on the first day of every month will be a dampener for such events, say experts",MediaStack,,1,"Better road infra, aggressive marketing crucial for MICE tourism, destination weddings in Kerala, say experts Suggestions include a high-power committee to sort out infra bottlenecks. Dry day on the first day of every month will be a dampener for such events, say experts"
Pinarayi unfit to handle Vigilance: Sunny Joseph,Pinarayi unfit to handle Vigilance: Sunny Joseph,Pinarayi unfit to handle Vigilance: Sunny Joseph,MediaStack,,1,Pinarayi unfit to handle Vigilance: Sunny Joseph Pinarayi unfit to handle Vigilance: Sunny Joseph
